Description,GSM1059640,GSM1059641,GSM1059642,GSM1059643,GSM1059644,GSM1059645,GSM1059646,GSM1059647,GSM1059648,GSM1059649,GSM1059650,GSM1059651,GSM1059652,GSM1059653,GSM1059654,ID
DEAH (Asp-Glu-Ala-His) box polypeptide 29,9.203404204,9.190322675,9.307264012,8.862840935,8.852387994,9.03921149,8.853782569,9.069761772,8.617489238,8.92375717,9.106991561,8.805865439,8.494954724,9.243521727,9.18607274,54505_at
ADAMTS-like 4,2.79463964,2.666609924,2.945670179,2.79463964,2.812435964,2.749268113,2.933228334,2.806442095,2.79463964,2.981091323,2.676004134,2.722965203,2.889602664,2.667324965,2.592480956,54507_at
hypothetical FLJ11235,2.552471366,3.079709252,2.364943168,2.512160039,2.260404021,3.075120727,2.157333021,2.105934165,2.140797034,2.082079902,2.773522015,2.411584048,2.551695133,2.669690216,2.310430472,54508_at
"ras homolog gene family, member F (in filopodia)",2.878381095,2.60152273,2.800697671,2.666356446,2.680679778,2.197767433,3.629510725,2.462225875,2.936021207,2.67467021,2.680679778,2.540781934,2.448590474,3.006001708,2.16354459,54509_at
POU class 2 associating factor 1,2.460234147,3.347350614,2.178651574,2.987476636,2.240849293,2.372085141,6.706989982,2.399860537,2.3498776,2.03821777,2.423521511,2.416033621,2.139627965,2.416386291,2.267502871,5450_at
protocadherin 18,9.685978684,9.28737195,8.669947657,9.311448955,9.526942543,9.104387167,9.132517769,8.83483429,8.467483138,9.582173072,8.152271323,9.180183945,10.06404437,9.250000277,9.180183945,54510_at
3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1,2.168116767,2.899248735,2.466961984,2.533589266,2.829438938,2.695638912,2.354837195,2.136485176,2.466961984,2.953870839,2.479897002,3.064926249,2.118228659,2.012062823,2.642543577,54511_at
exosome component 4,5.454993652,5.122524422,5.343055781,5.195700175,5.542494068,5.454993652,5.285771941,5.205895005,6.235254871,6.607264371,5.197714683,6.358472771,5.690953235,5.22487358,5.454993652,54512_at
DEAD (Asp-Glu-Ala-Asp) box polypeptide 4,1.511376508,1.637985184,1.339776746,1.464564884,1.497536653,1.500573583,1.45483414,1.514466463,1.560938851,1.487315788,1.156183641,2.004584193,1.512684714,1.500573583,1.546132164,54514_at
pseudouridylate synthase 7 homolog (S. cerevisiae),7.519505248,6.505461929,6.8058175,6.278161075,6.89130078,6.749519398,7.146220303,7.318767281,4.981327324,5.376594326,6.38385105,5.622963378,5.142101746,6.199262276,6.253162691,54517_at
"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein",9.843380053,9.16362792,9.656179097,9.245893143,9.720705607,9.496321945,9.42357483,9.846084324,8.476807537,8.528523828,8.751136305,8.210494181,9.592273869,9.70967337,9.028185518,54518_at
POU class 2 homeobox 1,3.294336891,3.304415191,3.626653609,3.782418389,4.155376968,3.249988014,3.326838281,3.711271801,3.217975025,3.86086588,3.710771422,3.374216101,3.023305979,3.394893151,3.809123344,5451_at
coiled-coil domain containing 93,3.884069431,4.00116405,3.839488478,3.972926407,4.086769345,3.558265839,3.781482093,4.265127198,3.644622437,3.76174103,4.06071743,4.03032616,3.255404513,3.874098492,3.859430747,54520_at
WD repeat domain 44,5.956251771,6.055971488,5.947713786,5.850066883,5.873179182,5.732389989,5.963176759,6.002626252,5.726392834,5.111075115,6.108698802,5.350024607,5.305040207,6.088106957,5.873179182,54521_at
ankyrin repeat domain 16,3.346798739,3.305734036,3.397754835,3.221505228,3.557469798,3.3516384,3.597860584,3.121401089,3.536895935,2.823842149,3.441958815,3.550562492,3.473370227,3.368220912,3.315076614,54522_at
asparagine synthetase domain containing 1,9.398733004,9.055094171,9.103415484,9.002023729,9.194847857,9.257494327,8.856900927,9.323557328,9.44681221,9.424800412,9.046581201,9.535374647,9.195971188,9.06396472,9.437606524,54529_at
POU class 2 homeobox 2,2.088283247,2.273872532,1.897811421,1.658871321,1.754771194,2.154669657,2.511758414,1.915144683,2.079354209,2.62433128,2.005525451,2.057346504,1.929065992,2.204100696,1.625152308,5452_at
"mesoderm induction early response 1, family member 2",2.80798776,2.971270078,2.449039645,2.574631082,2.98014397,2.782974263,2.46491459,2.806300043,2.763656346,2.92986606,2.780385373,2.753894993,3.275571339,3.029783069,2.992748749,54531_at
ubiquitin specific peptidase 53,8.315935666,8.321039972,8.810213294,8.31006936,8.606020613,9.021452189,8.925272145,8.644690824,7.724763773,7.810495465,8.829125246,7.873205608,8.053036712,8.380329424,8.891249379,54532_at
mitochondrial ribosomal protein L50,7.579431024,6.934465581,6.891625192,7.082007114,5.750713868,7.552095694,7.07164594,7.22284847,8.668263563,7.257349783,7.471268595,8.229427069,4.458576133,7.507100802,7.496733743,54534_at
coiled-coil alpha-helical rod protein 1,3.343707815,2.986316045,2.861366038,3.758240076,3.463854528,3.308934957,2.82320022,3.156992717,2.975278074,3.191974055,2.810452726,3.437440715,3.351645585,2.884166197,3.277047964,54535_at
exocyst complex component 6,5.305806303,5.070747733,4.839346119,4.58318934,4.728908698,5.55301104,4.978099959,5.434502181,4.898097072,4.478333405,5.604511947,4.844193938,4.381115605,4.934565958,4.934565958,54536_at
"roundabout homolog 4, magic roundabout (Drosophila)",7.702003255,8.126091383,8.446584801,8.383328482,7.526573237,8.350124436,7.926870431,8.032490375,6.622083847,7.023687945,7.92758976,6.704211966,7.960060394,7.942354612,7.598357053,54538_at
"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa",9.81976185,9.41801868,9.131950679,9.521765348,9.780945137,9.66187812,9.158907783,9.341454776,10.52815153,10.70047747,9.604551732,10.53503871,10.40173578,9.465791087,9.729264457,54539_at
POU class 3 homeobox 1,1.794396892,1.776252044,1.544566656,1.889324975,1.592988736,1.579900759,1.776252044,1.757725476,2.132477978,2.025328816,1.717915754,2.320634052,1.968560947,1.776252044,1.712608575,5453_at
"family with sequence similarity 193, member B",5.078714048,5.275959727,5.124805008,4.817091484,5.457563451,5.058457017,5.792182911,5.320434714,5.126749062,4.777684415,5.038332718,4.492887955,5.765184542,5.020217274,5.315734009,54540_at
DNA-damage-inducible transcript 4,10.04095723,9.685780623,10.10529641,9.375702707,10.51329044,9.918430276,9.693416981,10.28771287,9.943351499,9.715695551,9.658907024,9.905284527,10.96710597,10.19124943,9.938048916,54541_at
ring finger and CCCH-type domains 2,4.371447149,4.761115528,4.841989557,4.751561603,4.907715356,4.890950716,4.631165372,4.697800801,4.486845658,4.080269693,4.694966927,4.34111318,4.843872884,4.590155137,4.694966927,54542_at
translocase of outer mitochondrial membrane 7 homolog (yeast),11.90738249,11.58187399,11.77203667,12.07411448,12.14490692,11.9067003,11.73512585,11.84230422,12.73915503,12.99586838,11.80308742,12.92798183,12.35756203,11.62536759,11.9940266,54543_at
cysteine-rich C-terminal 1,1.976704381,2.062516776,1.810186738,1.974206704,2.272220993,2.054321836,2.027205413,1.996390835,2.288558804,1.969714455,2.054063805,2.422465442,2.351295188,2.153101738,2.205323968,54544_at
myotubularin related protein 12,9.97561041,10.01315315,9.920686129,9.884315993,9.841247553,10.01025482,9.59376003,9.938820596,9.037225863,8.778322691,9.905119869,9.399554848,9.482283818,10.16615943,10.09039671,54545_at
ring finger protein 186,1.935724543,1.492282499,1.795423885,1.880465162,1.887067382,1.840140982,2.158068414,1.913595101,1.583361318,2.326944692,1.884342684,2.784655034,1.721166768,1.84305917,2.230383454,54546_at
sidekick homolog 2 (chicken),2.097556554,2.329294415,2.203152908,2.360186906,2.008195137,1.913441127,2.310264091,2.357081559,2.027395917,2.181984467,2.093988585,1.878596628,2.482116973,2.122015123,2.23546399,54549_at
POU class 3 homeobox 2,1.853821285,1.718350708,1.823622217,1.766984052,1.647767606,1.959817725,1.908567558,1.853807538,1.827799232,1.950497206,1.869722249,1.941568121,1.784931601,2.058856403,1.641916532,5454_at
N-terminal EF-hand calcium binding protein 2,1.746958741,1.774896919,1.932717198,1.990023413,1.991588383,2.231329678,2.462494931,1.839088262,2.09471836,1.873374679,1.990023413,2.138616905,1.905881027,2.109485349,2.065156219,54550_at
guanine nucleotide binding protein-like 3 (nucleolar)-like,4.389552545,3.867693256,4.105040684,4.198735462,3.393966658,3.855869438,4.312357298,4.065353473,3.853033324,4.277513503,3.855869438,3.45994237,3.268856853,4.092098884,3.675954406,54552_at
hypothetical protein DKFZP434I0714,3.213647232,3.38250823,3.294762572,3.48969998,3.423222236,3.417689337,3.662129293,3.532417469,3.372825048,3.52479682,3.271223006,3.334561806,3.32077415,3.38250823,3.253971155,54553_at
WD repeat domain 5B,4.227263797,4.154090964,4.183518446,4.378726733,4.504295391,4.856530878,4.103905116,4.136874394,4.099517506,5.074231454,3.639572089,4.443287419,4.410229713,3.876283634,4.224653194,54554_at
DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,4.322124384,4.215609036,4.454471709,4.432461271,4.483431014,4.34222082,4.115908561,4.212590864,4.481812771,4.525073712,4.017472007,4.617753962,4.934358926,4.235551387,4.061184191,54555_at
"inhibitor of growth family, member 3",6.296327948,6.126403831,6.025196396,6.104398781,6.403144452,6.21302219,6.283944996,5.785201242,6.432185827,6.523312323,5.861933179,6.370199985,5.948389763,5.955055674,6.058258072,54556_at
"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta",1.798171195,1.756122583,1.904951139,1.590721006,1.76856164,1.779425991,1.712877925,1.780508972,1.948439504,1.836773969,2.042287523,2.210902928,1.822876186,1.798171195,1.815949469,54557_at
spermatogenesis associated 6,2.215864669,2.123296593,2.429261843,2.439546586,2.775947377,2.213356828,2.103604788,1.986204118,1.916738154,2.701170642,2.332193268,2.854437946,2.211987003,2.001979416,1.899427223,54558_at
erythrocyte membrane protein band 4.1 like 4B,4.62353937,4.681861565,4.905455059,4.735305819,5.323655723,5.05982845,4.388543455,4.762405971,4.747942152,5.142730279,4.940464885,4.881356069,5.473181196,4.862735389,5.107692241,54566_at
delta-like 4 (Drosophila),1.666902856,2.060244962,2.033921501,2.100841907,1.746721471,2.395445089,1.983334672,1.900029257,1.888184898,2.178768518,1.86646073,1.727064001,2.03160135,1.679285118,1.925922431,54567_at
POU class 3 homeobox 4,1.77850866,1.860671276,1.893183609,1.81013236,2.052027141,1.803548933,1.883291912,1.864066475,1.763999105,1.880946919,1.80497633,1.860671276,1.951165388,1.846237321,1.860671276,5456_at
"UDP glucuronosyltransferase 1 family, polypeptide A8",1.29406462,1.348471466,1.070115164,1.411138649,1.401027122,1.440803878,1.363088158,1.295127678,1.091743269,1.548534638,1.39085076,1.511563308,1.068592815,0.962157384,1.60837384,54576_at
POU class 4 homeobox 1,2.048292874,2.059663232,2.059663232,2.012478493,2.015709083,1.655833526,2.059663232,1.783612628,2.692732248,2.304801466,2.059663232,2.694358568,2.047031874,2.248362,2.059663232,5457_at
egl nine homolog 1 (C. elegans),9.734855389,9.791435691,9.63782465,9.754680059,9.655087353,9.703736054,10.29884667,10.0092129,9.201536277,8.99248668,9.634709012,9.070148232,9.29679176,9.889505448,9.64207237,54583_at
chromosome 9 open reading frame 11,1.054893072,1.39901313,0.858143989,1.256317455,1.347794707,1.308708111,1.247445103,1.102247231,1.839133314,2.167240946,1.308708111,1.589949354,1.118983564,1.347241508,0.998362717,54586_at
matrix-remodelling associated 8,8.26520202,7.69291633,7.980092614,8.02443371,8.500997623,8.182558344,7.618096251,7.995110723,7.649032781,8.098153731,7.844008652,8.305063495,8.844368487,7.99526819,7.982120733,54587_at
POU class 4 homeobox 2,1.585606512,1.37804392,1.447651901,1.574660369,1.554431259,1.608172679,1.744042853,1.731283605,1.574660369,1.574660369,1.278905576,1.345621123,1.636834264,1.411462728,1.690129894,5458_at
LINE-1 type transposase domain containing 1,2.478015154,2.896529836,2.717433253,2.583319951,2.334969107,2.335884584,2.645148142,2.635195091,2.268706742,2.457341357,2.420652403,2.412937575,2.469613446,2.05077497,2.406765794,54596_at
POU class 4 homeobox 3,1.114228091,1.081888163,1.23086353,1.039038646,1.343982756,1.114608454,1.224657691,1.061666198,1.420157322,1.443110137,1.223695277,1.658274955,1.374958539,1.220187439,1.220187439,5459_at
ataxia telangiectasia and Rad3 related,8.139300283,8.428942058,8.450741269,7.426457516,7.768750827,8.096620574,8.10767883,8.085350823,7.863757489,6.521808514,8.417565444,7.144944699,6.042119493,8.20904853,7.928274201,545_at
Nedd4 family interacting protein 2,6.381131414,6.441625699,6.550755362,6.003761894,6.51341567,6.756325498,5.94998291,6.595189988,6.727811441,5.853054883,6.400309236,6.125378955,6.917111914,6.573988608,6.471381927,54602_at
DEAD (Asp-Glu-Ala-Asp) box polypeptide 56,5.846554198,5.301490966,5.565714628,5.60389165,5.185478665,5.997351371,5.373191929,5.433921207,5.256128261,5.290898897,5.383843553,5.12143937,6.48431376,5.418900789,5.543537234,54606_at
INO80 homolog (S. cerevisiae),5.356624393,5.356624393,5.412106743,5.506228294,5.199553281,5.043967169,5.453043918,5.390120183,4.910174055,5.398485683,5.545620945,4.969044656,5.467625724,5.534001658,5.253389243,54617_at
cyclin J,3.452598694,3.199327679,3.238293284,3.416670938,3.343687787,3.181113766,2.985030558,3.338910285,2.609526549,2.623116683,2.625570693,2.631447354,2.626843372,3.229468535,3.529712462,54619_at
F-box and leucine-rich repeat protein 19,2.983579398,2.925894344,2.881745464,3.07432305,3.22055832,2.983579398,2.885528777,2.817361866,3.00834453,3.021894851,3.047239453,2.854592845,3.021573839,3.005993393,3.108329996,54620_at
V-set and immunoglobulin domain containing 10,6.944973322,7.142256269,6.737757228,6.939322418,7.330853663,6.917667892,6.624252066,7.533786436,6.719755123,7.239655863,7.517679954,6.500860962,7.354677265,6.666505432,7.715386361,54621_at
"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)",6.075478842,6.27426761,5.873452895,6.05483829,6.247957789,6.38117359,6.178238255,6.350517488,5.498697638,6.06485647,5.898635944,5.94232852,6.608098962,5.696574596,6.089464078,54623_at
"poly (ADP-ribose) polymerase family, member 14",6.433148439,6.525811314,5.921482029,6.32184578,6.171322554,5.524375055,6.058536847,7.223641114,5.480629601,5.757022267,5.684545761,5.500002243,5.310274249,6.253806518,5.755172218,54625_at
hairy and enhancer of split 2 (Drosophila),2.39659658,2.431939383,2.485591755,2.530727195,2.484787036,2.689317529,2.27534607,2.34550808,2.499547825,2.418990914,2.431939383,2.233533221,2.387366287,2.469806777,2.736730365,54626_at
KIAA1383,1.586192513,1.997435198,1.481046559,1.558629673,1.436993076,1.527883106,1.736375613,1.37870758,1.431259207,1.961477724,1.427679609,1.492493964,1.803679597,1.370672186,1.522081429,54627_at
"family with sequence similarity 63, member B",3.828155951,4.54350898,3.84402772,3.901033975,3.886520432,4.68077024,3.548130608,3.451223211,1.776492806,2.484399904,4.483816402,2.693238883,2.770964978,3.758833975,3.637551677,54629_at
POU class 6 homeobox 1,3.949808522,5.089978864,3.910025668,4.117853684,5.114164623,4.637983311,3.599279557,4.40507718,3.948281986,3.992532029,4.539559876,4.042808964,4.577294771,3.874866216,4.206604375,5463_at
pyrophosphatase (inorganic) 1,12.44915191,12.47557374,12.57677223,12.30853598,12.36347865,12.57039398,12.52804187,12.47127118,12.63533932,12.15120632,12.46940843,12.37063549,12.12618737,12.57502578,12.59339617,5464_at
peroxisome proliferator-activated receptor alpha,3.786371218,3.714895326,3.572897727,3.811977074,3.681713492,3.681296185,3.522761357,3.655662475,3.282360363,3.220152584,3.556197997,3.499753123,3.800361456,3.725922064,3.876835826,5465_at
protocadherin beta 18 pseudogene,2.136240615,2.42740059,2.472986355,2.268229594,2.158971621,1.990108137,2.083765342,2.189000294,2.506927865,2.313221781,2.158971621,2.542133171,2.288724545,1.913293278,1.99464383,54660_at
"TBC1 domain family, member 13",4.563425295,4.376973094,4.706143797,4.606868406,5.201934222,4.828061874,4.311351447,4.694388734,3.8215953,4.916003761,4.519733685,4.630703374,5.27183909,4.594400687,4.889202701,54662_at
WD repeat domain 74,4.147772068,3.532650679,3.624802845,3.798950104,3.930284317,3.788372916,3.788372916,3.753834331,3.688522907,4.957522756,3.634588188,3.923973465,4.111622321,3.604153181,3.547214493,54663_at
transmembrane protein 106B,9.638695756,9.80191426,9.739023046,9.374109139,9.734398561,9.563957267,9.295649405,9.568686564,9.160068909,9.455278811,9.423602876,9.212280612,9.093645227,9.502482863,9.790142579,54664_at
round spermatid basic protein 1,5.95885334,5.963279369,6.026013088,5.77976898,5.916615013,6.111827025,6.087089798,6.021844847,5.607075648,5.347149319,5.822414045,5.426596227,6.136953199,5.601880802,6.030159192,54665_at
leucine rich repeat neuronal 3,9.012192757,9.25634341,9.009416658,7.868209823,8.413529889,7.883383479,7.523525734,9.385054037,9.051328031,8.347917469,8.359166814,8.381761666,8.092759488,8.595420625,9.352484492,54674_at
cardiolipin synthase 1,8.415359765,8.682324654,8.366799941,7.641762715,8.392786135,7.960816604,7.470206325,8.29523957,8.747061967,8.243510463,8.268150672,7.93604627,9.090260475,8.403200215,8.335813416,54675_at
GTP binding protein 2,2.686438301,2.722014175,2.685415278,2.738389601,2.97691297,2.645497627,2.835453026,2.685415278,2.17212271,2.326640301,2.58757592,2.524967736,2.861436424,2.685415278,2.828390812,54676_at
carnitine O-octanoyltransferase,3.750996875,3.682050308,3.463218962,3.389266524,3.529386411,3.515672543,3.529386411,3.422303788,3.335809204,3.66133999,3.574322499,3.529386411,3.386352264,3.425220573,3.632877191,54677_at
peroxisome proliferator-activated receptor delta,4.524728996,4.687798954,4.837336252,4.594675327,4.913266723,4.909518525,4.518622643,4.531128853,4.303427354,4.30966433,4.776324559,4.221671175,5.009472387,4.587117993,4.724523905,5467_at
